1,SERV-42,SERVICE - AVI OTHER,2023-10-23,1500,8500 OLD MOUNT VERNON RD,ALEXANDRIA,VA,22309
2,SERV-45,SRO RELATED EVENT,2023-10-23,1500,8500 OLD MOUNT VERNON RD,ALEXANDRIA,VA,22309
1,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-10-23,1400,7200 ARLINGTON BLVD,FALLS CHURCH,VA,22042
1,LARC-23-4,LARCENY - THEFT FROM BUILDING,2023-10-23,1118,7900 TYSONS ONE PLACE,MCLEAN,VA,22101
1,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2023-10-23,0730,7100 GAME LORD DR,SPRINGFIELD,VA,22153
2,ANML-3,ANIMAL - SERVICE - DOMESTIC,2023-10-23,0730,7100 GAME LORD DR,SPRINGFIELD,VA,22153
1,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2023-10-23,2330,5800 CAMBRIDGE DR,SPRINGFIELD,VA,22152
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-10-23,2000,2400 DEW MEADOW CT,HERNDON,VA,20171
2,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-10-23,2000,2400 DEW MEADOW CT,HERNDON,VA,20171
1,SERV-8,SERVICE - LOST/FOUND PROPERTY,2023-10-23,1504,6100 ROLLING RD,SPRINGFIELD,VA,22152
